step,time,KE,enstrophy,palinstrophy,div_L2,vort_norm
250,0.017857142857142873,0.4822115793800188,37.6334492193492,95357.80964262075,5.1723477221821166e-14,1.00049668102407
500,0.0357142857142859,0.4822115099112937,37.632993543008105,95762.90225935775,5.3136297377868083e-14,1.0017616465212167
750,0.05357142857142828,0.4822114411825611,37.63239503966191,96414.33819240324,5.3509221531508873e-14,1.0033452760283539
1000,0.07142857142857066,0.4822113723539306,37.63159646992403,97316.60882828166,5.35598166925743e-14,1.004974196117673
1250,0.08928571428571304,0.4822113013657822,37.63053040503271,98486.85247970944,5.388870659874652e-14,1.0067800656435877
1500,0.10714285714285542,0.4822112247927476,37.62910591023343,99933.66336997833,5.3585936342385955e-14,1.009349116879925
1750,0.1249999999999978,0.4822111375646692,37.62719981715947,101665.70196068277,5.414055973659397e-14,1.0138185986854478
2000,0.14285714285714363,0.4822110321921467,37.624648210777806,103704.2921910031,5.383724226201929e-14,1.0220550696103108
2250,0.16071428571428947,0.48221089690918123,37.6212339963818,106125.88168520383,5.4941275665019937e-14,1.0366173642628522
2500,0.17857142857143532,0.48221071567993096,37.616676546183406,108958.70874256482,5.63041051840814e-14,1.060115264271268
2750,0.19642857142858117,0.4822104731497824,37.6106767631055,111883.37835214604,5.629755820069287e-14,1.0940136750884737
3000,0.214285714285727,0.4822101520327073,37.60298905075925,114490.09828784515,5.646360724672542e-14,1.1378539149283657
3250,0.23214285714287286,0.4822097097873025,37.593354679350384,117239.48880322305,5.5688610325102445e-14,1.1907564335654193
3500,0.2500000000000187,0.48220907759462533,37.58129790839521,121495.64051758281,5.707110495803515e-14,1.2542327773891069
3750,0.2678571428571576,0.48220823504137666,37.566223568189606,127491.97606243216,5.645684508804533e-14,1.32777535123882
4000,0.2857142857142965,0.48220720680613216,37.54767861927747,135868.7336357108,5.768194248303351e-14,1.4024300070258433
4250,0.30357142857143543,0.48220590906042476,37.52505226872604,148190.72617228425,5.775903879027472e-14,1.481339825339773
4500,0.32142857142857434,0.48220424142470336,37.49765575076946,164867.83637887667,5.904437056197199e-14,1.5617109660170896
4750,0.33928571428571325,0.4822023644522802,37.46469972072958,185809.19089350465,5.710827279415376e-14,1.6445942625036027
5000,0.35714285714285215,0.48220035689178387,37.42545320310357,211141.28266452474,5.864212796378543e-14,1.732303561489626
5250,0.37499999999999106,0.4821979124154264,37.37912986562443,238668.85520828556,5.961219935500412e-14,1.8437268767331227
5500,0.39285714285712997,0.482195164052055,37.3255214794826,266986.2951829951,6.166663595983034e-14,1.9412659860321604
5750,0.4107142857142689,0.48219237764647677,37.26456642262058,295345.3389645577,6.037158280067349e-14,2.024970724496657
6000,0.4285714285714078,0.4821895478003074,37.19649974006381,324321.24212663854,6.202019913027604e-14,2.0601032842840326
6250,0.4464285714285467,0.4821863723200106,37.121654056644616,351999.012273638,6.240986137364148e-14,2.090255830168641
6500,0.4642857142856856,0.4821831666899863,37.04035544317597,378110.1420146416,6.242312647050456e-14,2.0736377051761754
