step,time,KE,enstrophy,palinstrophy,div_L2,vort_norm
500,0.017857173457741737,0.4822115898132324,37.63345718383789,95357.859375,1.89552610519784e-05,1.0004966259002686
1000,0.03571435064077377,0.48221153020858765,37.63301467895508,95763.0703125,2.7589585461935984e-05,1.0017616748809814
1500,0.05357152968645096,0.4822114408016205,37.63242721557617,96414.6875,2.821225479914093e-05,1.0033454895019531
2000,0.07142777740955353,0.4822113811969757,37.63163757324219,97317.2109375,2.828759689285515e-05,1.0049747228622437
2500,0.08928309381008148,0.4822113513946533,37.63058090209961,98487.7734375,2.8161819813299295e-05,1.0067806243896484
3000,0.10713841021060944,0.48221123218536377,37.62916946411133,99935.0859375,2.8328261638491577e-05,1.009350061416626
3500,0.12499372661113739,0.4822111427783966,37.62727355957031,101667.8515625,2.883181200447607e-05,1.0138202905654907
4000,0.1428527683019638,0.48221105337142944,37.62474060058594,103707.3828125,2.9146840799190805e-05,1.0220584869384766
4500,0.16071180999279022,0.4822109043598175,37.621341705322266,106130.2109375,2.8596762890908613e-05,1.0366244316101074
5000,0.17857085168361664,0.4822106957435608,37.61681365966797,108964.6171875,2.956656058728794e-05,1.060128927230835
5500,0.19642989337444305,0.4822104871273041,37.61083984375,111891.078125,3.0262376421785444e-05,1.0940370559692383
6000,0.21428893506526947,0.4822101593017578,37.60319519042969,114499.6875,2.9974947850243312e-05,1.1378891468048096
6500,0.2321479767560959,0.482209712266922,37.5936164855957,117251.2578125,2.9930387207391713e-05,1.1908071041107178
7000,0.2500070035457611,0.48220908641815186,37.58165740966797,121510.6796875,3.0110234448509432e-05,1.2543033361434937
7500,0.2678585946559906,0.4822082221508026,37.56663513183594,127511.0078125,3.0373081126967085e-05,1.3278677463531494
8000,0.2857101857662201,0.48220717906951904,37.54825210571289,135894.234375,3.0939203154441616e-05,1.4025377035140991
8500,0.3035617768764496,0.4822058081626892,37.525726318359375,148224.875,3.099005029677355e-05,1.4814726114273071
9000,0.3214133679866791,0.4822041392326355,37.49850845336914,164914.140625,3.2302069295805534e-05,1.5618456602096558
9500,0.33926495909690857,0.48220205307006836,37.465782165527344,185869.0625,3.1095122862671676e-05,1.6447471380233765
10000,0.35711655020713806,0.48219990730285645,37.42668151855469,211218.078125,3.1923758219777294e-05,1.7324635982513428
10500,0.37496814131736755,0.4821971654891968,37.38040542602539,238761.15625,3.223272034371992e-05,1.8439334630966187
11000,0.39281973242759705,0.48219406604766846,37.326969146728516,267095.96875,3.231089259544167e-05,1.9414598941802979
11500,0.41067132353782654,0.4821908473968506,37.26616668701172,295469.46875,3.315700400877479e-05,2.025163173675537
12000,0.42852291464805603,0.48218750953674316,37.198238372802734,324459.5625,3.347977397614821e-05,2.0603015422821045
12500,0.4463745057582855,0.48218420147895813,37.123680114746094,352152.90625,3.316379383147676e-05,2.0904324054718018
13000,0.464226096868515,0.4821808636188507,37.0427360534668,378269.15625,3.4116782108148004e-05,2.0737552642822266
13500,0.4820776879787445,0.4821777939796448,36.956298828125,402452.375,3.4272541170289936e-05,2.055398941040039
14000,0.499929279088974,0.4821748435497284,36.864646911621094,423097.09375,3.368531661923749e-05,2.02405047416687
14500,0.5177809000015259,0.4821716547012329,36.76918411254883,437653.75,3.4035097033833614e-05,1.9997153282165527
15000,0.5356324911117554,0.48216867446899414,36.670894622802734,447050.625,3.369534609546794e-05,1.9966238737106323
15500,0.5534840822219849,0.48216572403907776,36.571006774902344,451932.3125,3.2761200064558175e-05,1.95826256275177
16000,0.5713356733322144,0.4821626842021942,36.470767974853516,451140.25,3.352079553969048e-05,1.9187158346176147
16500,0.5891872644424438,0.48215973377227783,36.371742248535156,444085.15625,3.288292623604446e-05,1.9033050537109375
17000,0.6070388555526733,0.48215681314468384,36.27520751953125,432471.71875,3.283560724508024e-05,1.8587309122085571
17500,0.6248904466629028,0.4821539521217346,36.18068313598633,426456.03125,3.32077651244634e-05,1.8437203168869019
18000,0.6427420377731323,0.48215124011039734,36.0872688293457,423170.8125,3.289116841567149e-05,1.8393206596374512
18500,0.6605936288833618,0.48214858770370483,35.99375915527344,425790.125,3.221604514630278e-05,1.8312631845474243
19000,0.6784452199935913,0.4821460545063019,35.899452209472656,429534.875,3.273078640273598e-05,1.8518836498260498
19500,0.6962968111038208,0.4821433126926422,35.80402755737305,433899.03125,3.257243185887351e-05,1.8544682264328003
20000,0.7141484022140503,0.48214060068130493,35.708595275878906,428425.5,3.268209896522998e-05,1.8587545156478882
20500,0.7319999933242798,0.4821379482746124,35.6153564453125,416971.3125,3.2412495327167074e-05,1.8475217819213867
21000,0.7498515844345093,0.4821353554725647,35.52493667602539,405151.59375,3.274759106531704e-05,1.841439127922058
21500,0.7677031755447388,0.4821327328681946,35.436710357666016,394933.53125,3.290902810506004e-05,1.8524116277694702
22000,0.7855547666549683,0.482130229473114,35.35128402709961,381320.0,3.300191257555116e-05,1.8963029384613037
