step,time,KE,enstrophy,palinstrophy,div_L2,vort_norm
500,0.01785714285714295,0.48221157939725634,37.63344922702522,95357.81002825007,1.084023133737914e-13,1.0005659942555445
1000,0.03571428571428533,0.4822115100117842,37.63299357188747,95762.91341679056,1.1237996705253614e-13,1.0020281444598824
1500,0.05357142857142771,0.48221144149500306,37.63239508008884,96414.64520500362,1.1448055358319376e-13,1.0039025377726187
2000,0.07142857142857181,0.48221137305090817,37.631596225197256,97320.11244460172,1.1520719410835847e-13,1.0058584672702569
2500,0.08928571428571766,0.4822113025752958,37.6305280286131,98504.77725345144,1.1663406589331788e-13,1.0079584510520472
3000,0.1071428571428635,0.48221122635533054,37.62909597488358,99983.74897493764,1.181244342197534e-13,1.0107181278251118
3500,0.12500000000000935,0.4822111387200776,37.627173127713824,101762.0333778596,1.1889249295808466e-13,1.0152443644683862
4000,0.14285714285714826,0.48221103159840334,37.62459206850062,103863.7496500917,1.183967921162216e-13,1.0235588111245237
4500,0.16071428571428717,0.48221089396352923,37.621133007553226,106350.06026778961,1.1657865261605464e-13,1.0387127649857875
5000,0.17857142857142608,0.482210710945144,37.61651186011517,109316.13234694678,1.188268942781409e-13,1.0637052072080069
5500,0.19642857142856499,0.48221046252060573,37.610370262499174,112882.37277438087,1.2038612210996515e-13,1.0988040299177473
6000,0.2142857142857039,0.48221012314469913,37.60227383892833,117186.13998911798,1.1987949280420657e-13,1.1420698739302892
6500,0.2321428571428428,0.4822096611434857,37.591725267875475,122405.03128447976,1.1926100648681308e-13,1.1969091948344315
7000,0.2499999999999817,0.4822090390834695,37.578204815945725,128735.87967502727,1.222770109274027e-13,1.2648676281853424
7500,0.26785714285713447,0.4822082217779613,37.56124068470358,136422.05086271555,1.237826690859585e-13,1.3374603157681269
8000,0.28571428571428725,0.4822071646709988,37.54045199105613,145954.03500085216,1.2458513450032637e-13,1.4154715767730444
8500,0.30357142857144004,0.48220585294264473,37.515412982953265,158877.30546519437,1.2471224036272577e-13,1.496347538476338
9000,0.3214285714285928,0.4822042630836986,37.485322444383506,177368.48326427676,1.261903745366156e-13,1.5774318874834015
9500,0.3392857142857456,0.4822023936006618,37.44903211283811,202258.50815463776,1.2674613575846003e-13,1.6571674886046812
10000,0.3571428571428984,0.4822002561553526,37.405201932774105,234225.06536060115,1.2707336435039834e-13,1.7521166409037976
10500,0.3750000000000512,0.4821978645291358,37.352233037237895,273315.2620455932,1.3037191197495776e-13,1.8574289397968438
11000,0.39285714285720397,0.48219523640375717,37.28874667556194,317177.14303203754,1.3090396532204812e-13,1.9598889880446146
11500,0.41071428571435675,0.4821924237574515,37.214157316048855,362388.3764168027,1.3269240873112755e-13,2.0324063120184364
12000,0.42857142857150954,0.4821894743730558,37.128747197477715,406057.9266486212,1.3515460420445835e-13,2.0821621425555104
12500,0.4464285714286623,0.48218642987491195,37.033225071099935,446877.4090521285,1.35777125512809e-13,2.109939315597917
13000,0.4642857142858151,0.48218336094973785,36.928584932641975,483848.2064040923,1.3569215074968767e-13,2.102744002159461
13500,0.4821428571429679,0.4821803037489884,36.816125084347796,515146.2790715017,1.3649106750218948e-13,2.0728511138789267
14000,0.5000000000001207,0.482177316186518,36.697405210969045,539677.4092574357,1.3800616645521854e-13,2.0524550273956854
14500,0.5178571428572457,0.4821744028724595,36.57383535100284,557934.0614057796,1.3697153190901455e-13,2.050299950588306
15000,0.5357142857143707,0.48217158063363874,36.446644205787656,570795.9755772402,1.3705052738801354e-13,2.029066508376248
15500,0.5535714285714958,0.4821688616782526,36.31727446019661,577909.5848453974,1.3530202307140063e-13,1.9933142547142702
16000,0.5714285714286208,0.4821662531834942,36.187306537449054,578092.600561581,1.3485814285095598e-13,1.942530981277851
16500,0.5892857142857458,0.48216376737606315,36.05836839351005,571597.8211780123,1.3244339481568278e-13,1.904416370662298
17000,0.6071428571428709,0.48216138972739453,35.93198465782594,557885.68512073,1.3426587855938537e-13,1.8924379494625534
17500,0.6249999999999959,0.48215908501404603,35.80928024002935,542003.2412191845,1.3203295109598105e-13,1.8989074622726094
