step,time,KE,enstrophy,palinstrophy,div_L2,vort_norm
500,0.01785714285714295,0.48221158583773044,37.633514212358925,95360.4159320415,2.2360803125372054e-14,1.0002143998270365
1000,0.03571428571428533,0.48221153303023934,37.633153182208964,95755.05315249719,2.3276542308490397e-14,1.0007004894514138
1500,0.05357142857142771,0.4822114841005046,37.6326793816465,96355.29792359215,2.339289076119723e-14,1.0011955350774373
2000,0.07142857142857181,0.482211433879037,37.63201669026779,97156.02168028422,2.3666250841137697e-14,1.0016934607181045
2500,0.08928571428571766,0.4822113783168773,37.631081934065776,98211.27635892553,2.311401092944941e-14,1.0025808182109504
3000,0.1071428571428635,0.4822113097301859,37.62978898280241,99518.62446325616,2.3634285523119425e-14,1.0045628927265595
3500,0.12500000000000935,0.48221122967029795,37.62811700146982,100820.47709567878,2.4184430953323408e-14,1.008568095747596
4000,0.14285714285714826,0.48221118299689614,37.62616182450213,101606.10799241529,2.4021266839740926e-14,1.015715453625157
4500,0.16071428571428717,0.48221123335137456,37.62406074048519,101634.23738357595,2.309034020339623e-14,1.027318987549137
5000,0.17857142857142608,0.48221134350607264,37.621792415173466,101515.83201491498,2.4464477451323318e-14,1.0449937872209105
5500,0.19642857142856499,0.48221135519933506,37.619002688307766,102278.9857083348,2.427276802795906e-14,1.0707815641853153
6000,0.2142857142857039,0.4822111861541518,37.61502974495695,104188.55210665206,2.4497243841479474e-14,1.1071785557819682
6500,0.2321428571428428,0.48221089659872074,37.60905171691336,106690.32598678503,2.4365545352627563e-14,1.1565320180367433
7000,0.2499999999999817,0.4822104146783153,37.600061596118884,109695.28409397841,2.5086641515606407e-14,1.2192563941743184
7500,0.26785714285713447,0.4822094323700076,37.586811011433646,113812.89230591469,2.501003585705294e-14,1.2911060052557048
8000,0.28571428571428725,0.4822077516370794,37.56846173209773,119347.26228618366,2.553997433214166e-14,1.3629716242246612
8500,0.30357142857144004,0.4822056009755865,37.545990135068564,126212.75907449782,2.622958238194898e-14,1.4304610847012753
9000,0.3214285714285928,0.48220364848873376,37.52264759757498,134389.31616891036,2.62470624715396e-14,1.5025086104553986
9500,0.3392857142857456,0.4822025358442743,37.50128638703473,143912.22256038556,2.588905603871415e-14,1.595430830773957
10000,0.3571428571428984,0.4822019458307637,37.48006224918714,154202.9434299862,2.7223999311885514e-14,1.7002811277854404
10500,0.3750000000000512,0.4822006900650863,37.45368226669525,163244.2912251243,2.7413460142892922e-14,1.7852455596316241
11000,0.39285714285720397,0.4821979414223372,37.41962213658448,171498.02111844468,2.767676026143621e-14,1.8533547463904922
11500,0.41071428571435675,0.48219374001989745,37.377664958845116,181781.86898436316,2.7358281488680553e-14,1.9200007597280784
12000,0.42857142857150954,0.4821891134540935,37.3295213139649,192818.6501199366,2.7798788506472745e-14,1.9871232383474056
12500,0.4464285714286623,0.4821857453457847,37.28148261499114,201172.96075664018,2.7920405253920055e-14,2.04620460844543
13000,0.4642857142858151,0.48218318366706603,37.23717942729965,208737.5763717047,2.8025713349361252e-14,2.069682441547078
13500,0.4821428571429679,0.4821798882271397,37.194682689014414,219432.09113189718,2.85177494879534e-14,2.069196738357552
14000,0.5000000000001207,0.4821764313868232,37.15240683615248,229586.50803513045,2.862068076420294e-14,2.0843426905086093
14500,0.5178571428572457,0.4821738674278344,37.10976698211076,233467.90504738077,2.7965274398284813e-14,2.040177403330256
15000,0.5357142857143707,0.48217224605210607,37.067010472447535,231828.21422570205,2.7589938152559704e-14,2.0017207644130735
15500,0.5535714285714958,0.48217011169371793,37.023050336345634,232733.40153637342,2.9163828312620747e-14,1.9401154425543792
16000,0.5714285714286208,0.4821672906673683,36.97463380045438,238815.77174154963,2.8050139481638557e-14,1.8940616000054515
16500,0.5892857142857458,0.48216529150413623,36.92113325589044,243467.69020860904,2.7539895248728773e-14,1.899263220344958
17000,0.6071428571428709,0.4821635651622479,36.86635347761694,238474.07590851508,2.7805754657129418e-14,1.8913312077483495
17500,0.6249999999999959,0.48216043336077363,36.81257437013978,230079.8517995419,2.790662105785449e-14,1.8589226819740896
18000,0.6428571428571209,0.4821559966447838,36.75884990576683,226300.90954220743,2.8229794540675425e-14,1.8266370114846757
18500,0.660714285714246,0.4821517402833526,36.70619293597555,222496.358636297,2.7647671873967622e-14,1.7881465363043352
19000,0.678571428571371,0.4821490377020242,36.657837826447064,212766.93032348502,2.969375124998763e-14,1.7785773221958476
19500,0.696428571428496,0.48214758608858627,36.61572987123726,203710.07631887728,2.7616369230154246e-14,1.8071156300508324
20000,0.714285714285621,0.48214578625767224,36.57722740754042,201336.03159505734,2.8255427521435074e-14,1.8500749646190198
20500,0.7321428571427461,0.48214286590854005,36.537916908428286,202988.88384380966,2.838047497493862e-14,1.8460603627325418
21000,0.7499999999998711,0.4821396485080306,36.497248539049075,203378.22322763116,2.7979078572636387e-14,1.8118185957093467
21500,0.7678571428569961,0.4821368675242932,36.45647190969129,202101.47397154488,2.8229908117410237e-14,1.7884131786879542
22000,0.7857142857141212,0.4821342963135269,36.41552889972579,199803.87823190622,2.85084290150289e-14,1.7639813610407238
22500,0.8035714285712462,0.48213155562617527,36.373996472265375,196396.22975638683,2.9405254437414e-14,1.7281061442817833
23000,0.8214285714283712,0.4821289844399116,36.33248649665666,195065.89408676545,2.8115805549726808e-14,1.7192221920118644
23500,0.8392857142854963,0.48212676114580444,36.292267989853116,195400.26609305746,2.889208981216998e-14,1.7640624438836132
24000,0.8571428571426213,0.4821243555452983,36.25421610910823,193390.64841202108,2.893131017876397e-14,1.8185842578741649
24500,0.8749999999997463,0.48212167699731473,36.21833077875021,188174.89411440014,2.92000445652149e-14,1.8896343940828815
25000,0.8928571428568713,0.4821190656949821,36.18203096189464,182833.73539515055,2.8566202903694416e-14,1.9945894919233378
25500,0.9107142857139964,0.48211684883542893,36.143102497642175,180269.55755908982,2.955726996641667e-14,2.0678879662817233
26000,0.9285714285711214,0.4821151628664453,36.10220767423972,181066.26503201845,2.95311112539225e-14,2.176311593609121
26500,0.9464285714282464,0.4821133923957359,36.060462585279865,184883.09608678264,2.941331349748139e-14,2.2598543614752558
27000,0.9642857142853715,0.48210973247851363,36.017768368884816,188804.9665800833,2.901779930412364e-14,2.282837010322941
27500,0.9821428571424965,0.4821040858061866,35.976099827813655,190883.401166767,2.9677190195950014e-14,2.2719210909592866
28000,0.9999999999996215,0.4820984760931987,35.93766121681257,190927.3815169947,2.878155979743635e-14,2.3621579853052093
28500,1.017857142856802,0.4820939025306986,35.899814158883956,188179.85118902544,2.978295548222941e-14,2.696705798569689
29000,1.0357142857139825,0.48209012893004694,35.858405631083954,185492.78537340893,3.051659553219248e-14,2.830397537070052
29500,1.053571428571163,0.48208651851863304,35.81365841962453,185784.0680497383,3.037889492845612e-14,2.957638035876668
30000,1.0714285714283436,0.4820821033884052,35.76413613536681,187123.72000601204,3.2171769890328764e-14,3.1837231208850896
30500,1.0892857142855241,0.4820781395338238,35.71371588182035,187475.8207889063,3.138970460009635e-14,3.0526195227397266
31000,1.1071428571427047,0.4820711758451411,35.66884640094382,187727.3026972183,3.153164806762492e-14,3.1642751635073716
31500,1.1249999999998852,0.48206337825754475,35.624501629318914,187686.20508477173,3.129237648575516e-14,3.3497342075838548
32000,1.1428571428570657,0.48205686507657786,35.57741366270466,186868.92362835113,3.281287850029622e-14,3.962538210295239
32500,1.1607142857142463,0.4820498709615573,35.53308498095039,185504.20781971933,3.341271927081722e-14,4.420732657235541
33000,1.1785714285714268,0.4820432319298892,35.49018887594139,183945.54599571455,3.44787430316644e-14,4.546952434093474
33500,1.1964285714286074,0.4820369717609573,35.44614738411815,184761.90230048072,3.375285760233899e-14,5.12966954742176
34000,1.214285714285788,0.48203099167883884,35.402171257034155,186692.74754733997,3.397015488737295e-14,5.635082389945458
34500,1.2321428571429685,0.4820259027020446,35.35873058126519,188848.01573177928,3.422386773832366e-14,5.026685147944238
35000,1.250000000000149,0.48201924333730717,35.31442465085057,193780.86991641548,3.50942121275947e-14,5.27801408015857
35500,1.2678571428573295,0.4820132809855897,35.26692934288678,198735.37535167718,3.645883868697267e-14,4.616988611451885
36000,1.28571428571451,0.4820073587188411,35.21979186143675,205950.90643039191,3.575698255867705e-14,4.182501858783462
36500,1.3035714285716906,0.4820026565532287,35.17244478439427,215754.03275548114,3.277518770301716e-14,3.907535358955526
37000,1.3214285714288712,0.48199725959345846,35.120898420597946,225989.6840997813,3.4036996618155095e-14,3.484705742525426
37500,1.3392857142860517,0.4819926359308525,35.068056811313255,235233.6857805634,3.2052621826069046e-14,3.1932115623478556
38000,1.3571428571432322,0.48198928576350886,35.0123345887519,247315.25486380438,3.224949575584305e-14,2.969514687043145
38500,1.3750000000004128,0.4819853915821818,34.954607093697376,259302.01839342894,3.1279052972082705e-14,2.872323356310422
39000,1.3928571428575933,0.48198009226154104,34.894867415053845,271343.68407266826,3.131381387802008e-14,2.8495265944326293
39500,1.4107142857147739,0.48197557933507995,34.833000989505415,275489.64656461624,3.1095030707330073e-14,2.7242458758617696
40000,1.4285714285719544,0.4819714609190032,34.768612415990816,276935.2092644485,3.175808000684928e-14,2.6601887124356987
40500,1.446428571429135,0.4819678587710724,34.70734872641202,276519.24582975276,3.0614565314101876e-14,2.631002316587273
41000,1.4642857142863155,0.4819653922231715,34.65163536292553,273408.79517058225,3.132461408197646e-14,2.739801678344191
41500,1.482142857143496,0.48196205510351153,34.59225001255113,273260.77685780835,3.20964039987128e-14,2.8996732040845266
42000,1.5000000000006766,0.4819574189839704,34.52892273558717,273539.2526620864,3.147030706909786e-14,3.110167937453168
42500,1.5178571428578571,0.4819517917407028,34.4648452157431,273254.28796246566,3.117061844675354e-14,3.2675286166612243
43000,1.5357142857150377,0.48194611576443425,34.402354440504595,278356.3234916866,3.2804996716595036e-14,3.29595785041425
43500,1.5535714285722182,0.481941509900977,34.33860629039552,283286.053373571,3.194199024212966e-14,3.3565246986088613
44000,1.5714285714293987,0.4819386204779603,34.27538173211078,289619.0227146944,3.1519255240126334e-14,3.3219339772899663
44500,1.5892857142865793,0.4819349443725468,34.2111103027423,294585.2960132647,3.20610175926479e-14,3.253340674537424
45000,1.6071428571437598,0.4819296264444891,34.14252200675984,295489.6525160186,3.2863833070872964e-14,3.118922812215387
