step,time,KE,enstrophy,palinstrophy,div_L2,vort_norm
500,0.01785714285714295,0.482210958483187,37.63014254173051,95336.38072918984,2.257107945509453e-14,1.0002058142843395
1000,0.03571428571428533,0.4822102918702745,37.62581859139369,95680.30805148475,2.2321430042376754e-14,1.000645328874072
1500,0.05357142857142771,0.48220964574848957,37.62037713084707,96181.66182329226,2.326388399888916e-14,1.0010610876184085
2000,0.07142857142857181,0.48220901103631325,37.61348548329375,96810.54934537625,2.3677513130911034e-14,1.0014749051197513
2500,0.08928571428571766,0.4822083694217982,37.60475674191496,97560.13811185712,2.3398066793959302e-14,1.0022741727839788
3000,0.1071428571428635,0.4822076882466845,37.59372228667125,98328.85015523384,2.328366120603867e-14,1.0040985876138355
3500,0.12500000000000935,0.4822069270176497,37.58013878244168,98841.2393036996,2.3276236945061157e-14,1.0077401353712367
4000,0.14285714285714826,0.4822060510880969,37.56422706126668,98803.05567169917,2.3810475530549397e-14,1.0141141394743205
4500,0.16071428571428717,0.4822050070032674,37.546225817942606,98257.25268292046,2.3504372735602636e-14,1.0242746722293545
5000,0.17857142857142608,0.48220365599196907,37.525306084287955,97695.46754621496,2.3166071390961962e-14,1.0395084815768476
5500,0.19642857142856499,0.4822017671416874,37.498900781015735,97616.3466842687,2.3590053387101856e-14,1.0615234346588314
6000,0.2142857142857039,0.4821991001683148,37.46327232109685,98048.90364452779,2.444061370357569e-14,1.0924199145883489
6500,0.2321428571428428,0.48219541854816483,37.41453707917455,98745.57448960071,2.5084455603426838e-14,1.1343852897102527
7000,0.2499999999999817,0.4821903823467535,37.34890212364167,99698.36949504027,2.52390946711302e-14,1.1885959950502103
7500,0.26785714285713447,0.48218353383296697,37.262648771673426,101101.89760068523,2.5573846335968053e-14,1.2534097692167312
8000,0.28571428571428725,0.48217446545877785,37.153202323974625,103025.7666404288,2.535499256437949e-14,1.3232578046285801
8500,0.30357142857144004,0.482163023195336,37.02069087615664,105444.2966643367,2.6201140183119466e-14,1.3921900714834394
9000,0.3214285714285928,0.48214943602622484,36.86813776685351,108324.85573246148,2.5622226450146748e-14,1.4603347406085747
9500,0.3392857142857456,0.48213415909663454,36.69933185488603,111588.22637126525,2.621124973202616e-14,1.5365190320530842
10000,0.3571428571428984,0.4821172852775414,36.51580859811856,114947.142507132,2.6916574458266455e-14,1.6243711165425578
10500,0.3750000000000512,0.48209823411269137,36.317063645846446,117627.21931248641,2.633600111972601e-14,1.7097961863813391
11000,0.39285714285720397,0.48207640632469817,36.10320418338795,119307.52027046931,2.7158864762895562e-14,1.794517934195956
11500,0.41071428571435675,0.4820519005925575,35.874073502930926,120658.54893839089,2.6487091605298465e-14,1.8820753946499087
12000,0.42857142857150954,0.4820255335508549,35.631472865912016,121662.48134604935,2.6601565543585948e-14,1.942863091643225
12500,0.4464285714286623,0.48199874730267067,35.38420827831609,121905.84286351051,2.8193740417976167e-14,1.9912480499615357
13000,0.4642857142858151,0.48197259369293705,35.141183106082806,121476.70473830478,2.7302953325333497e-14,1.9896795730831245
13500,0.4821428571429679,0.48194688784356327,34.90352274469554,120809.43194652509,2.7270486526376013e-14,1.9874201197144925
14000,0.5000000000001207,0.48192154710287477,34.67051611947802,118887.82823001746,2.8351894947010096e-14,1.9991686432229898
14500,0.5178571428572457,0.4818970233845411,34.44525291293159,114715.9058527009,2.803409168523276e-14,1.999608292876198
15000,0.5357142857143707,0.48187375362347895,34.235033657369854,108095.57224785653,2.8158133060939598e-14,1.964070345060482
15500,0.5535714285714958,0.48185173658171787,34.044310616276775,101346.12896102798,2.7605328911688003e-14,1.916937520629055
16000,0.5714285714286208,0.4818307567361989,33.87031696208378,95574.64504888428,2.810610940639185e-14,1.8832281768603683
16500,0.5892857142857458,0.48181082888692617,33.70854855444276,90394.28758819588,2.7969796339625858e-14,1.8622090532723548
17000,0.6071428571428709,0.4817918516825549,33.55839244625925,84487.46219712746,2.70908765830051e-14,1.8457593469035398
17500,0.6249999999999959,0.48177350219719434,33.422987296385,77823.48322921258,2.705727736147393e-14,1.8294476203860877
18000,0.6428571428571209,0.4817557413250983,33.30308985320592,72134.54822164099,2.7285803197281344e-14,1.806071374127889
18500,0.660714285714246,0.48173878032670736,33.19730091081227,67442.88323083197,2.7660452571793893e-14,1.777008133832016
19000,0.678571428571371,0.4817225740910372,33.10486848897829,63170.39522778556,2.8295284145691344e-14,1.755231198838337
19500,0.696428571428496,0.4817068860685096,33.023810139174145,59759.53252907131,2.720367206747725e-14,1.7470212331106552
