step,time,KE,enstrophy,palinstrophy,div_L2,vort_norm
500,0.01785714285714295,0.4822050485939682,37.59877067438571,95117.45236685472,5.036543464247839e-14,1.0002932773046331
1000,0.03571428571428533,0.4821993225237608,37.56395521304989,95118.74882357036,5.106446465610307e-14,1.0006250776052001
1500,0.05357142857142771,0.4821944833166461,37.528678740608605,95112.46663349729,5.19771126784531e-14,1.0007434789332479
2000,0.07142857142857181,0.48219044486572715,37.4940046054996,95030.93327765555,5.1606046975333814e-14,1.000861287827179
2500,0.08928571428571766,0.4821870105892168,37.46155472706186,94819.3501093309,5.1962349512890514e-14,1.001316328438489
3000,0.1071428571428635,0.4821838927984826,37.432790079888164,94477.39612995126,5.124914522177754e-14,1.0023782709222218
3500,0.12500000000000935,0.4821807438761525,37.4075996981658,94077.08689481435,5.2108526529729506e-14,1.0042313282802928
4000,0.14285714285714826,0.48217720217083765,37.38345665317274,93693.00953885033,5.305372348759222e-14,1.0070212341526426
4500,0.16071428571428717,0.48217292913773596,37.3563239003687,93331.40413240597,5.2655546978120735e-14,1.0109034229685843
5000,0.17857142857142608,0.482167609342392,37.32220354034794,92938.30458109753,5.445513528854016e-14,1.0160893379777878
5500,0.19642857142856499,0.48216091910475356,37.27780096051181,92446.52363427138,5.378729664386112e-14,1.0228766680270625
6000,0.2142857142857039,0.48215248832951285,37.220288899939455,91798.93733513483,5.355796837745659e-14,1.03165329740827
6500,0.2321428571428428,0.48214186679898197,37.14689303211291,90947.224597613,5.3989240312005037e-14,1.042892017399822
7000,0.2499999999999817,0.4821284923299694,37.05460519815869,89847.56652284371,5.3116332745939295e-14,1.057152711095741
7500,0.26785714285713447,0.4821116584074827,36.94000943023726,88458.42373129356,5.3970323159535697e-14,1.075088777001614
8000,0.28571428571428725,0.4820904844550391,36.799227067993876,86740.56023774031,5.3577031032535434e-14,1.0974418741637948
8500,0.30357142857144004,0.482063897876465,36.62800785170684,84661.76817844457,5.311948004861235e-14,1.1250024357047048
9000,0.3214285714285928,0.4820306429740514,36.422015477146225,82205.20056636828,5.2959209217131603e-14,1.158512561063836
9500,0.3392857142857456,0.4819893347250854,36.1774006766886,79378.37495978439,5.3687499377900597e-14,1.1984995991067149
10000,0.3571428571428984,0.481938572376112,35.89170166598021,76220.9720657353,5.54067063185099e-14,1.2450489127799458
10500,0.3750000000000512,0.48187711676898726,35.564951082472405,72808.47371516076,5.497229718126956e-14,1.297551873844468
11000,0.39285714285720397,0.481804113897517,35.2006855371456,69247.52338838797,5.642545085699272e-14,1.3545073202875764
11500,0.41071428571435675,0.4817193182642585,34.80643770909406,65660.93293106975,5.6726755858463616e-14,1.4134987597863289
12000,0.42857142857150954,0.48162324659862854,34.39335680128596,62165.07517378526,5.575241260517837e-14,1.4714640738009739
12500,0.4464285714286623,0.481517195589675,33.97490814185919,58847.8712284708,5.822825847858562e-14,1.5252952710685237
13000,0.4642857142858151,0.481403097594697,33.565012560940886,55757.48139781702,5.860870246677408e-14,1.5724692546231271
13500,0.4821428571429679,0.4812832504669144,33.17622487254194,52906.561976321675,5.967495608805932e-14,1.611423479424101
14000,0.5000000000001207,0.4811600047757809,32.81844887970854,50287.74086352087,6.129215938053051e-14,1.6417098846435465
